"","SN","number.leaves","Learning.Rate","number.iteration","maximum.bin","maximum.depth","acu","precision","recall","fscore","corr","training.error","test.error"
"187",186,683,0.05,90,39,10,0.841350433550818,0.596849358661826,0.578461538461538,0.581214417822288,0.572807299818941,0.00281144717849591,0.203188984535799
"188",187,21,0.05,90,40,5,0.830642769213776,0.559094561200071,0.611608391608392,0.576055665367908,0.574788178358309,0.0372959441094193,0.220406100779368
"189",188,43,0.05,90,40,6,0.831027874314412,0.553120342707197,0.577715617715618,0.562494971779418,0.577125988137191,0.020240865740692,0.218132409675875
"190",189,85,0.05,90,40,7,0.831826605163387,0.578375874001966,0.586993006993007,0.575652560002782,0.562721230492069,0.00918217501083023,0.211389155430922
"191",190,171,0.05,90,40,8,0.834172811081338,0.602741043851611,0.571934731934732,0.585928221572095,0.57212794954842,0.00468498257215968,0.197893610430571
"192",191,341,0.05,90,40,9,0.835303509685067,0.571166880118928,0.532074592074592,0.548136667254314,0.571347709683526,0.00337324361417956,0.215904930866492
"193",192,683,0.05,90,40,10,0.831647470143111,0.578917480988291,0.535337995337995,0.551010591499754,0.56694323826211,0.0029983607650699,0.211388020613331
"194",193,21,0.05,100,25,5,0.83317264217811,0.543850034628899,0.596456876456877,0.566053387314121,0.577971271947952,0.0333566869534922,0.226336993750517
"195",194,43,0.05,100,25,6,0.83875759791823,0.553783088644746,0.62979020979021,0.588902504212581,0.580553819233992,0.0144305372033347,0.214368555969834
"196",195,85,0.05,100,25,7,0.828102435961162,0.580654649450821,0.532494172494173,0.54957995751001,0.565086124214815,0.00768387545586778,0.213713387947481
"197",196,171,0.05,100,25,8,0.835921251137743,0.589508689564286,0.547692307692308,0.566604817901822,0.572672455319914,0.00449859682356652,0.204613895126883
"198",197,341,0.05,100,25,9,0.820616236135669,0.587814297927061,0.541398601398601,0.562230369284665,0.553282385050101,0.00281127035441874,0.206122046689758
"199",198,683,0.05,100,25,10,0.835479212674425,0.600350147771518,0.541258741258741,0.56668829495553,0.577426066580245,0.00299871309609891,0.202406086489072
"200",199,21,0.05,100,26,5,0.835435259943905,0.524964276933871,0.642191142191142,0.576021725543044,0.574167182126304,0.0365435454776412,0.231585903379949
"201",200,43,0.05,100,26,6,0.827246589182454,0.547960884962056,0.580979020979021,0.561908314101285,0.570415221931337,0.0133058840460671,0.220390864802456
"202",201,85,0.05,100,26,7,0.838818341076358,0.569137379130906,0.602843822843823,0.583377810343996,0.581529998423466,0.00749607741962659,0.210641772971755
"203",202,171,0.05,100,26,8,0.834472761857127,0.600449611528115,0.55016317016317,0.570637011227255,0.572440773302133,0.00468586405829486,0.202379082033442
"204",203,341,0.05,100,26,9,0.835247572977734,0.623226220757457,0.550675990675991,0.582598572186921,0.577171243301742,0.00356051051962656,0.194814261883116
"205",204,683,0.05,100,26,10,0.838032133867807,0.578774762994443,0.586946386946387,0.579942114354314,0.57518383212914,0.00281074449212592,0.207649532181956
"206",205,21,0.05,100,27,5,0.836029414652143,0.565405863674285,0.654452214452214,0.604750164815261,0.578347376213358,0.0318587459859041,0.210649758725171
"207",206,43,0.05,100,27,6,0.839422651794456,0.573162576202121,0.614312354312354,0.589625030932614,0.582338439614029,0.0146186760457582,0.207648334318943
"208",207,85,0.05,100,27,7,0.839066812536592,0.591106826141143,0.596410256410256,0.587097302697303,0.584901256218131,0.00749643106778094,0.203825512128468
"209",208,171,0.05,100,27,8,0.832205502984282,0.580238977285551,0.529324009324009,0.550089052578105,0.572000504016971,0.00337306909507173,0.211420131748119
"210",209,341,0.05,100,27,9,0.833967021271588,0.586662226662227,0.565361305361305,0.573685916909826,0.576985442252988,0.00337324460202356,0.20394061205336
"211",210,683,0.05,100,27,10,0.831057734935376,0.554269912967695,0.544568764568765,0.546961258057375,0.567890065371253,0.00281109484746691,0.219636169074371
"212",211,21,0.05,100,28,5,0.833722391756971,0.572427690848744,0.635804195804196,0.594454282536151,0.574572853434205,0.0339204040872059,0.210622060769902
"213",212,43,0.05,100,28,6,0.833674726829744,0.540118636637624,0.605314685314685,0.569246450083221,0.57630867153891,0.0148064684842167,0.224899326969108
"214",213,85,0.05,100,28,7,0.830169704685738,0.564158438783439,0.6,0.576833734447371,0.567680910493255,0.00824602455186177,0.212114240825945
"215",214,171,0.05,100,28,8,0.838544009395199,0.585948579606216,0.568717948717949,0.564607337702324,0.576425875564673,0.00449719178010787,0.209896744208332
"216",215,341,0.05,100,28,9,0.840886630568912,0.6022959346233,0.550862470862471,0.573375337444701,0.578920384284946,0.0029983607650699,0.200137985412971
"217",216,683,0.05,100,28,10,0.824818874539578,0.580932435660339,0.556363636363636,0.560033071539386,0.548833644216288,0.00243621199835726,0.213638027653403
"218",217,21,0.05,100,29,5,0.849517399501144,0.573342420335219,0.666480186480186,0.613249051284873,0.59880583559541,0.0333586168713996,0.205427412233418
"219",218,43,0.05,100,29,6,0.833192763593236,0.571274509803922,0.577668997668998,0.564021599983198,0.571951845988781,0.0148052399355538,0.216625834248543
"220",219,85,0.05,100,29,7,0.851984996433053,0.599796541398519,0.608671328671329,0.602588459785828,0.603422801649077,0.0065593991226773,0.197945244630947
"221",220,171,0.05,100,29,8,0.823424459552729,0.557570046431421,0.574638694638695,0.564392725883834,0.557174599008326,0.00449754114760486,0.215147419109572
"222",221,341,0.05,100,29,9,0.835522013739835,0.605996775367972,0.5597668997669,0.57945097593944,0.571914499187786,0.00281092032835908,0.198677475173764
"223",222,683,0.05,100,29,10,0.835311701089742,0.604133893994756,0.562937062937063,0.577224294940759,0.57477000372679,0.00299801040972891,0.200153179359601
"224",223,21,0.05,100,30,5,0.832997946178085,0.540046687618026,0.648205128205128,0.588629044291016,0.577470968301065,0.0337319204872242,0.220406247885351
"225",224,43,0.05,100,30,6,0.833731642969119,0.583701460940284,0.581351981351981,0.57290789732318,0.574432676318884,0.0131214321667574,0.210676574044536
"226",225,85,0.05,100,30,7,0.825878055084498,0.563791382228876,0.59025641025641,0.574649110400147,0.55816657434626,0.00805735029798677,0.214424687410292
"227",226,171,0.05,100,30,8,0.821852707658826,0.53841967614499,0.557575757575758,0.533500991837123,0.554217555946196,0.00337324427274223,0.232441892085572
"228",227,341,0.05,100,30,9,0.830662198251972,0.581096726877986,0.575524475524475,0.570928231780588,0.571880752910245,0.00337289457596391,0.209909101110986
"229",228,683,0.05,100,30,10,0.827622430440518,0.576290657649189,0.571748251748252,0.569901206675595,0.563061980512957,0.00318615452065373,0.211386381432367
"230",229,21,0.05,100,31,5,0.836385566225968,0.569526789635485,0.633752913752914,0.595194897151993,0.579209240862893,0.0311075627315354,0.208376172697382
"231",230,43,0.05,100,31,6,0.837859262390074,0.549990386261573,0.593519813519814,0.565837326570464,0.576409549768112,0.0159281396697099,0.224187943445735
"232",231,85,0.05,100,31,7,0.83477854329635,0.568095458452134,0.599254079254079,0.582174589699194,0.581893633087444,0.00730863862932245,0.209888338152105
"233",232,171,0.05,100,31,8,0.833595507656391,0.577090671885192,0.565268065268065,0.560654926552244,0.572571690529162,0.00431010071089404,0.211434274937722
"234",233,341,0.05,100,31,9,0.842796208438295,0.658546300442852,0.540979020979021,0.583097102947066,0.591290703971263,0.00318580218962473,0.188910478443299
"235",234,683,0.05,100,31,10,0.83369479657495,0.599411220358589,0.544289044289044,0.567210851964541,0.568799074615566,0.00299836142363258,0.202358277044279
"236",235,21,0.05,100,32,5,0.841634871868358,0.556628665158832,0.654778554778555,0.600943639403048,0.587798923225743,0.0329867212625658,0.212093372791361
"237",236,43,0.05,100,32,6,0.840076069604664,0.570738380693002,0.608391608391608,0.585290781642427,0.590402895632669,0.0166807144670025,0.210603798612749
"238",237,85,0.05,100,32,7,0.841126453632734,0.602796485294833,0.587785547785548,0.587379219295652,0.593057276549881,0.00712119687548629,0.200170075532618
"239",238,171,0.05,100,32,8,0.831297200902639,0.566385281385281,0.556643356643357,0.560403888018769,0.576432065126875,0.00412300931239886,0.212880515896483
"240",239,341,0.05,100,32,9,0.829342965295381,0.600289234479612,0.522890442890443,0.556150386889348,0.567413852589005,0.00281144816633992,0.204623499046123
"241",240,683,0.05,100,32,10,0.82712551507734,0.584059885069586,0.565547785547786,0.571308281334184,0.565705993329752,0.00281109616459225,0.208420934946792
"242",241,21,0.05,100,33,5,0.840555148511407,0.557965845055276,0.645174825174825,0.597763303903121,0.590439394518062,0.0357942918118987,0.212128636197235
"243",242,43,0.05,100,33,6,0.842870594751783,0.549214585312322,0.632727272727273,0.586281072108454,0.592933526171543,0.0148048889216502,0.218135225704711
"244",243,85,0.05,100,33,7,0.820915454346812,0.566498775260257,0.602517482517482,0.582518762637439,0.556195469514177,0.00637125534103381,0.211406072619079
"245",244,171,0.05,100,33,8,0.82974402721558,0.556597972450412,0.565734265734266,0.558566591809531,0.559893688975382,0.00393521786178438,0.218142076640536
"246",245,341,0.05,100,33,9,0.828998047910417,0.59490275893261,0.568997668997669,0.580361227211924,0.571854558352672,0.00281074482140725,0.201626214622587
"247",246,683,0.05,100,33,10,0.833275504358702,0.585492134961475,0.556456876456876,0.568801108152299,0.574587866896958,0.00281109484746691,0.205409591394216
"248",247,21,0.05,100,34,5,0.826900469610681,0.549096425498249,0.59972027972028,0.569810327872094,0.563515814945742,0.0357948183327542,0.220404944946636
"249",248,43,0.05,100,34,6,0.826566509693449,0.560337371078068,0.574778554778555,0.560474264864509,0.559141420254375,0.0155537770851103,0.217397426149644
"250",249,85,0.05,100,34,7,0.821715046361123,0.534212116241967,0.571468531468531,0.547187738575698,0.552534057196127,0.00712137238243812,0.230096287171055
"251",250,171,0.05,100,34,8,0.828347643030664,0.573632332321391,0.571981351981352,0.570712012177375,0.566151690899521,0.00449754114760486,0.210658669144772
"252",251,341,0.05,100,34,9,0.829936853616475,0.57503167559388,0.575011655011655,0.573070418417308,0.567291194809488,0.00337289325883857,0.209899476176606
"253",252,683,0.05,100,34,10,0.830167339351616,0.628146321530726,0.544848484848485,0.576135656206107,0.56949800236309,0.00318545216356508,0.194143647732445
"254",253,21,0.05,100,35,5,0.83901303333548,0.540148657583542,0.657855477855478,0.58963758937844,0.582801862779006,0.0369182505148297,0.224914752082285
"255",254,43,0.05,100,35,6,0.833676662729419,0.572490428003532,0.605407925407925,0.583418848506006,0.576997875032319,0.0172421539617184,0.211416180901692
"256",255,85,0.05,100,35,7,0.824519510504437,0.550179722238546,0.577762237762238,0.561698527062547,0.569270192142322,0.00655922361572547,0.220400615827679
"257",256,171,0.05,100,35,8,0.829153371135047,0.617486157253599,0.531888111888112,0.562940507753696,0.562954280690543,0.00431045205407903,0.200198046684714
"258",257,341,0.05,100,35,9,0.833139835223476,0.583987555094633,0.571841491841492,0.576621432524687,0.575201655741107,0.00337342043825673,0.204647540366933
"259",258,683,0.05,100,35,10,0.824992198416168,0.59769221668631,0.532261072261072,0.562026163650516,0.566658353415278,0.00262365441075609,0.202383558258383
"260",259,21,0.05,100,36,5,0.838754387493858,0.563367965463909,0.627272727272727,0.592086178839877,0.584428949814306,0.0324199951560081,0.211376756497987
"261",260,43,0.05,100,36,6,0.834962407836651,0.575444273240883,0.597109557109557,0.581656420198934,0.577351527357491,0.0144303636720709,0.207615823896484
"262",261,85,0.05,100,36,7,0.845108646341098,0.598873079748652,0.614731934731935,0.605352896608726,0.590678413769038,0.00749660624545143,0.196393843908783
"263",262,171,0.05,100,36,8,0.82907788482637,0.568967860096892,0.544988344988345,0.544657455767628,0.573868599481945,0.00431027819353388,0.2189204354169
"264",263,341,0.05,100,36,9,0.82358286115638,0.567503805134861,0.559347319347319,0.561859818966725,0.563460060867897,0.00318580218962473,0.212900228098336
"265",264,683,0.05,100,36,10,0.836133291859611,0.606907869872391,0.538275058275058,0.568283032756717,0.580474523218469,0.00262418224873692,0.200162720233419
"266",265,21,0.05,100,37,5,0.838191522941043,0.545081193040596,0.666853146853147,0.598841033608545,0.580045353470842,0.0346698187715215,0.218878657317451
"267",266,43,0.05,100,37,6,0.826432002557317,0.549497018212651,0.58979020979021,0.56783699827423,0.559634822043575,0.015930766017642,0.219655881276224
"268",267,85,0.05,100,37,7,0.836249011812777,0.580242972713561,0.575431235431235,0.573694083694084,0.580164734056348,0.00730881150202359,0.206896454619695
"269",268,171,0.05,100,37,8,0.826903996943896,0.597783097850642,0.563076923076923,0.567865891688444,0.562366618071264,0.00412301227593088,0.206851082931209
"270",269,341,0.05,100,37,9,0.83115190738362,0.605332347218362,0.525874125874126,0.552639058160059,0.566062502162184,0.00281127035441874,0.20762862211709
"271",270,683,0.05,100,37,10,0.830422564644524,0.563906511751175,0.596270396270396,0.572222030064201,0.571791179791916,0.00299871276681757,0.219679607369926
"272",271,21,0.05,100,38,5,0.830494187191394,0.550038909634473,0.635944055944056,0.588958664159508,0.58134707193602,0.0324200063515735,0.21667492561691
"273",272,43,0.05,100,38,6,0.829683788126229,0.534244084710297,0.596503496503497,0.559903774368301,0.566067596009598,0.0168656915500423,0.229402157078088
"274",273,85,0.05,100,38,7,0.837943693336039,0.579122581197865,0.562424242424242,0.566763068174766,0.579888645159216,0.00768246744887711,0.209905213309981
"275",274,171,0.05,100,38,8,0.838868238144136,0.631167276240964,0.544568764568765,0.580686033558623,0.576456807530801,0.00431009972305003,0.194131395905494
"276",275,341,0.05,100,38,9,0.833708787641106,0.579733490289977,0.535337995337995,0.54882751033464,0.570418543569622,0.00318562865836091,0.21443721243407
"277",276,683,0.05,100,38,10,0.825446151963072,0.593742438117438,0.565687645687646,0.57885961049129,0.566858515938099,0.00281127167154408,0.201642858613917
"278",277,21,0.05,100,39,5,0.835432108078776,0.54163736514236,0.627039627039627,0.574014354167532,0.577391121206181,0.0386052249822298,0.226421222433915
"279",278,43,0.05,100,39,6,0.838244762478544,0.551606046130147,0.596456876456877,0.570337489015498,0.585145631442004,0.0149942731060846,0.218190999887779
"280",279,85,0.05,100,39,7,0.837140061882193,0.578793836442959,0.593752913752914,0.581806833458712,0.574436957780684,0.00824672460398108,0.209116725235863
"281",280,171,0.05,100,39,8,0.833507950106147,0.574536460128019,0.55967365967366,0.566095539862767,0.574221009458505,0.00374847879431821,0.210598082494514
"282",281,341,0.05,100,39,9,0.830707546070336,0.603897866839043,0.516363636363636,0.544423597438168,0.565064272059326,0.00262382892986391,0.209884261214835
"283",282,683,0.05,100,39,10,0.834227968146987,0.605968567743726,0.574638694638695,0.585200649360725,0.566406364050426,0.0026229517243861,0.200826483448265
"284",283,21,0.05,100,40,5,0.829979219506336,0.530857781906288,0.669417249417249,0.590165734589698,0.56836925618616,0.0337354316141048,0.227857481200906
"285",284,43,0.05,100,40,6,0.832978528622093,0.55854765117923,0.59006993006993,0.567536858205367,0.56869173074571,0.015553780707205,0.216629953216094
"286",285,85,0.05,100,40,7,0.837084599389905,0.566425332656824,0.562797202797203,0.56384461099661,0.578283746567523,0.00730881347771161,0.212895814918816
"287",286,171,0.05,100,40,8,0.844966454165508,0.607157115185284,0.574871794871795,0.582666934313717,0.584666737551319,0.00356068635585973,0.200876835725066
"288",287,341,0.05,100,40,9,0.845400701953089,0.582855454754761,0.568531468531469,0.56918546094288,0.58449329201346,0.00337324460202356,0.207610233869093
"289",288,683,0.05,100,40,10,0.829318440454838,0.594448030965822,0.556643356643357,0.570409246124588,0.562902246688078,0.00299836208219525,0.2046307912999
"290",289,21,0.05,110,25,5,0.823497562155756,0.566989759218076,0.557202797202797,0.555275000963244,0.566082097586787,0.0294209323631309,0.213646475739912
"291",290,43,0.05,110,25,6,0.840185443343416,0.593487040385774,0.636130536130536,0.61084640481238,0.583705130284175,0.0114323558965927,0.197177645606554
"292",291,85,0.05,110,25,7,0.841006121278029,0.60909121426129,0.586759906759907,0.592803735220607,0.585315801792842,0.005809282081273,0.196413387989511
"293",292,171,0.05,110,25,8,0.834285451507263,0.578398994051361,0.578414918414918,0.576992195983326,0.563773776506041,0.0037477777543549,0.206104814274492
"294",293,341,0.05,110,25,9,0.825704207619384,0.594177106768627,0.507552447552448,0.547202147423311,0.569829194170645,0.00281144717849591,0.206184945005479
